slug,github_id,github_username,name,github_url,timestamp,checks_passed,checks_run,style50_score,archive
cs50/problems/2025/x/sentimental/mario/more,214332159,ScriptSensei77,ScriptSensei77,https://github.com/me50/ScriptSensei77/tree/7c6072a500aa0bda66ae3d28050615f282e77dba,"Sat, 12 Jul 2025 12:43:07AM PKT",9,9,1.0,https://github.com/me50/ScriptSensei77/archive/7c6072a500aa0bda66ae3d28050615f282e77dba.zip
