slug,github_id,github_username,name,github_url,timestamp,checks_passed,checks_run,style50_score,archive
cs50/problems/2025/x/mario/less,214332159,ScriptSensei77,ScriptSensei77,https://github.com/me50/ScriptSensei77/tree/190ee8953ff3e46eba3498c880a7dd9b05dea8a9,"Tue, 24 Jun 2025 03:20:46PM PKT",10,10,1.0,https://github.com/me50/ScriptSensei77/archive/190ee8953ff3e46eba3498c880a7dd9b05dea8a9.zip
